Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
Mexico,Latin America,UNAM,Master,Data Science & AI,-0.9446550721784391,-0.4345269225166282,-0.47663014061977255,-1.252119214039039,Technology/Consulting,Machine Learning Engineer,Deep Learning,R,Machine Learning,0.2592081798532379,-1.0774019899623717,0.4394152901845927,-0.9446550721784391
Switzerland,Europe,EPFL,PhD,Social Sciences,1.5567958471516272,-0.21980333455590653,0.11704257610162624,1.9357061914095175,Government/NGO,Human Resources Specialist,Communication,Data Analysis,Public Policy,0.6671347218884591,1.5484055019481506,-0.4734417869498684,1.5567958471516272
UAE,Middle East & Africa,Khalifa University,Bachelor,Computer Science,1.244114482235369,1.0255934756162797,1.4231225528887033,0.33199484502095067,Technology,Data Scientist,React,DevOps,Cloud Computing,2.298840890029344,1.139360113761084,-0.12234291112892182,1.244114482235369
Australia,Asia-Pacific,University of Sydney,Master,Engineering,0.3060703874865941,0.12375440618124693,0.45840438821643015,0.6520838713877114,Manufacturing/Construction,Mechanical Engineer,AutoCAD,MATLAB,SolidWorks,-0.28469387619372377,-0.0844772976695737,-1.0351999882633829,0.3060703874865941
India,Asia-Pacific,IIT Delhi,Bachelor,Engineering,0.9314331173191107,-0.5776759811571094,-0.8773592244067172,-1.3141772905795333,Manufacturing/Construction,Robotics Engineer,Project Management,MATLAB,AutoCAD,0.055244908835627264,1.1954389169802788,-1.2458593137559508,0.9314331173191107
Sweden,Europe,KTH Royal Institute of Technology,Bachelor,Engineering,0.6187517524028524,-1.0930125922628426,-0.7140992273083333,0.015172033208952752,Manufacturing/Construction,Electrical Engineer,Project Management,Lean Six Sigma,AutoCAD,-0.4886571472113344,0.31797058425641095,-0.4734417869498684,0.6187517524028524
UK,Europe,LSE,Master,Business & Finance,0.9314331173191107,-0.9212337218942649,-0.9664101319149262,0.4887731436495682,Finance/Consulting,Financial Analyst,Market Research,Strategic Planning,Data Analysis,0.2592081798532379,0.9315386665370102,-0.0521231359647325,0.9314331173191107
Israel,Middle East & Africa,Hebrew University of Jerusalem,PhD,Data Science & AI,-0.0066109774296642075,1.3262064987612892,1.393438917052633,1.5078320847355822,Technology/Consulting,AI Consultant,R,Data Visualization,NLP,2.0948776190117333,-0.31209126367689277,-1.948057065397844,-0.0066109774296642075
France,Europe,Ecole Polytechnique,Bachelor,Social Sciences,-0.9446550721784391,-0.5776759811571094,-0.8476755885706468,-0.7948491763722377,Government/NGO,Economist,Communication,Data Analysis,Public Policy,-1.8484122873287385,-0.7376304175166635,1.4927119176474324,-0.9446550721784391
Canada,North America,UBC,Master,Computer Science,1.244114482235369,0.46731214691840245,1.0223934691017587,0.47244207087575385,Technology,Cloud Architect,Java,React,Cloud Computing,1.2110367779354207,1.1558538794137885,-0.33300223662148976,1.244114482235369
Netherlands,Europe,University of Amsterdam,PhD,Natural Sciences,-1.5700178020109556,-1.6083492033685738,-1.3077719440297322,-0.10894411987203612,Research/Academia,Environmental Scientist,Experimental Design,Scientific Writing,Statistical Analysis,-2.32432658636983,-0.9520493710018192,0.9309537163339179,-1.5700178020109556
Israel,Middle East & Africa,Technion,Bachelor,Computer Science,0.9314331173191107,-0.04802446418732879,0.3545116627901849,0.10989225529707584,Technology,AI Researcher,DevOps,Cybersecurity,Python,1.7549388339823824,0.7830947756626716,1.2820525921548644,0.9314331173191107
Argentina,Latin America,University of Buenos Aires,Bachelor,Social Sciences,-0.0066109774296642075,-0.6349356046133026,-0.8773592244067172,-1.470955589208151,Government/NGO,Sociologist,Public Policy,Communication,Qualitative Research,-0.692620418228945,0.09365537137963253,-0.19256268629311113,-0.0066109774296642075
Canada,North America,McGill University,PhD,Natural Sciences,-0.9446550721784391,-1.47951505059214,-1.9311282965871992,0.5051042164233825,Research/Academia,Biologist,Experimental Design,Laboratory Skills,Statistical Analysis,-0.692620418228945,-1.0741032368318308,-0.6841011124424363,-0.9446550721784391
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Healthcare & Medicine,0.9314331173191107,0.6247761114229309,0.6810316569869547,-1.2619178577033274,Healthcare,Medical Doctor,Diagnostics,Clinical Research,Patient Care,0.4631714508708485,1.010708741669991,-0.12234291112892182,0.9314331173191107
UAE,Middle East & Africa,Khalifa University,PhD,Computer Science,-1.2573364370946973,0.09512459445315233,0.30998620903608043,1.0995552653902239,Technology,Cybersecurity Analyst,Cybersecurity,Python,SQL,-0.692620418228945,-1.1301820400510254,-1.3160790889201401,-1.2573364370946973
Sweden,Europe,KTH Royal Institute of Technology,Bachelor,Healthcare & Medicine,-0.9446550721784391,0.5675164879667396,0.6216643853148139,-0.07628197432440746,Healthcare,Medical Doctor,Patient Care,Clinical Research,Diagnostics,-1.5764612593052576,-1.0411157055264222,-0.824540662770815,-0.9446550721784391
China,Asia-Pacific,Tsinghua University,Master,Healthcare & Medicine,1.5567958471516272,0.080809688589103,0.532613477806605,-0.16120355274824197,Healthcare,Pharmacist,Diagnostics,Patient Care,Medical Coding,-0.8285959322406854,1.380169092290567,1.7735910183041896,1.5567958471516272
France,Europe,PSL University,Bachelor,Data Science & AI,-0.0066109774296642075,-0.334322581468291,-0.22431923601317766,-0.15140490908395338,Technology/Consulting,NLP Specialist,Deep Learning,Data Visualization,R,0.6671347218884591,-0.2791037323714842,-1.1756395385917615,-0.0066109774296642075
USA,North America,Harvard,Master,Engineering,-0.6319737072621808,-0.8210293808459277,-1.381981033619907,1.0407634034044924,Manufacturing/Construction,Robotics Engineer,MATLAB,AutoCAD,Project Management,0.3271959368591081,-0.8893730615215428,-0.824540662770815,-0.6319737072621808
Canada,North America,University of Toronto,PhD,Computer Science,0.9314331173191107,1.5266151808579635,1.4231225528887033,1.4490402227498504,Technology,Software Engineer,Python,React,Cloud Computing,0.055244908835627264,1.5780942801230184,-0.4734417869498684,0.9314331173191107
UK,Europe,Oxford,Bachelor,Data Science & AI,0.3060703874865941,1.5266151808579635,1.3340716453804942,0.3646569905685793,Technology/Consulting,Machine Learning Engineer,R,Machine Learning,NLP,1.8229265909882526,0.11344789016287773,-2.0182768405620335,0.3060703874865941
Germany,Europe,Humboldt University,PhD,Business & Finance,-0.9446550721784391,-0.10528408764352205,-0.1946356001771094,0.7990635263520404,Finance/Consulting,Investment Banker,Market Research,Strategic Planning,Data Analysis,-1.032559203258296,-0.8036054801274806,0.08831641436364612,-0.9446550721784391
Switzerland,Europe,EPFL,PhD,Engineering,0.6187517524028524,0.10943950031719964,0.22093530152787147,2.415839730959658,Manufacturing/Construction,Mechanical Engineer,Project Management,Lean Six Sigma,SolidWorks,-1.8484122873287385,0.7995885413153759,0.3691955150204034,0.6187517524028524
UAE,Middle East & Africa,Khalifa University,Master,Data Science & AI,-1.2573364370946973,1.4264108398096262,1.3340716453804942,0.44631235443765094,Technology/Consulting,Machine Learning Engineer,R,Deep Learning,Big Data,0.6671347218884591,-1.1565720650953522,0.4394152901845927,-1.2573364370946973
Brazil,Latin America,University of São Paulo,PhD,Data Science & AI,0.6187517524028524,0.3241630882779213,0.16156802985573074,-0.18406705463158202,Technology/Consulting,NLP Specialist,NLP,Big Data,Data Visualization,0.7351224788943294,0.7006259473991502,-1.1054197634275722,0.6187517524028524
USA,North America,Harvard,Bachelor,Data Science & AI,-0.9446550721784391,1.2116872518489046,1.4231225528887033,0.4365137107733623,Technology/Consulting,NLP Specialist,Deep Learning,Data Visualization,NLP,-0.6246326612230748,-0.8266967520412666,1.0011734914981072,-0.9446550721784391
Canada,North America,University of Toronto,Master,Natural Sciences,1.5567958471516272,-0.377267299060437,-0.26884468976728426,0.4626434272114653,Research/Academia,Biologist,Laboratory Skills,Scientific Writing,Experimental Design,1.00707350691781,1.6473680958643764,-1.0351999882633829,1.5567958471516272
Israel,Middle East & Africa,Technion,Master,Data Science & AI,-0.9446550721784391,0.7249804524712681,0.7700825644951637,0.8513229592282462,Technology/Consulting,NLP Specialist,Data Visualization,Deep Learning,R,-0.4886571472113344,-1.0378169523958813,-1.0351999882633829,-0.9446550721784391
Mexico,Latin America,UNAM,Bachelor,Business & Finance,-1.5700178020109556,-1.6083492033685738,-1.7530264815707812,-1.5656758112962739,Finance/Consulting,Marketing Manager,Data Analysis,Financial Modeling,Strategic Planning,-1.3724979882876471,-0.9751406429156051,-1.737397739905276,-1.5700178020109556
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Natural Sciences,-0.3192923423459225,-0.377267299060437,-0.5805228660460178,-0.18733326918634488,Research/Academia,Chemist,Laboratory Skills,Scientific Writing,Experimental Design,0.19122042284736768,-0.9553481241323599,0.6500746156771606,-0.3192923423459225
Canada,North America,UBC,PhD,Healthcare & Medicine,0.9314331173191107,0.8251847935196053,0.7255571107410592,1.9879656242857233,Healthcare,Medical Doctor,Patient Care,Medical Coding,Diagnostics,0.5991469648825889,1.1558538794137885,-0.19256268629311113,0.9314331173191107
UAE,Middle East & Africa,Khalifa University,Master,Business & Finance,-0.6319737072621808,-0.792399569117831,-0.7586246810624379,0.514902860087671,Finance/Consulting,Marketing Manager,Excel,Financial Modeling,Market Research,-0.6246326612230748,-1.1466758057037298,0.08831641436364612,-0.6319737072621808
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Social Sciences,-1.5700178020109556,-0.07665427591542542,-0.016533785160689332,-0.05015225788630455,Government/NGO,Economist,Qualitative Research,Public Policy,Data Analysis,-1.1685347172700364,-0.9355556053491149,0.7905141660055393,-1.5700178020109556
Sweden,Europe,Karolinska Institute,Bachelor,Social Sciences,-0.6319737072621808,-1.0643827805347459,-0.951568313996892,-0.6772654524007746,Government/NGO,Policy Analyst,Data Analysis,Public Policy,Communication,-0.35268163319959395,-1.1565720650953522,0.15853618952783544,-0.6319737072621808
Brazil,Latin America,University of São Paulo,Master,Computer Science,-0.6319737072621808,1.140112722528664,1.4231225528887033,-1.4350272291057593,Technology,Cybersecurity Analyst,React,Cloud Computing,Java,1.2110367779354207,-1.0576094711791266,0.29897573985621406,-0.6319737072621808
France,Europe,Ecole Polytechnique,Bachelor,Engineering,-0.9446550721784391,0.1953289355014875,0.23577711944590557,-0.304916993157808,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,Project Management,MATLAB,-0.692620418228945,-0.8069042332580214,-1.5969581895768974,-0.9446550721784391
Argentina,Latin America,University of Buenos Aires,Bachelor,Social Sciences,-0.3192923423459225,0.13806931204529627,0.4732462061344643,-1.735518968143943,Government/NGO,Human Resources Specialist,Data Analysis,Communication,Public Policy,-0.28469387619372377,-1.1565720650953522,-0.0521231359647325,-0.3192923423459225
Mexico,Latin America,UNAM,Bachelor,Natural Sciences,0.6187517524028524,-0.5776759811571094,-0.8031501348165423,-1.5787406695153254,Research/Academia,Environmental Scientist,Scientific Writing,Experimental Design,Laboratory Skills,-0.8285959322406854,-0.02180098818929746,1.2820525921548644,0.6187517524028524
Canada,North America,University of Toronto,PhD,Social Sciences,-0.6319737072621808,-0.2770629580120998,-0.2391610539312139,0.09356118252326151,Government/NGO,Policy Analyst,Public Policy,Communication,Data Analysis,-1.3724979882876471,-1.1565720650953522,-1.1054197634275722,-0.6319737072621808
Netherlands,Europe,TU Delft,Bachelor,Healthcare & Medicine,-0.0066109774296642075,0.8681295111117492,0.710715292823025,-0.1481386945291905,Healthcare,Pharmacist,Patient Care,Medical Coding,Diagnostics,0.8031102359001996,0.3377631030396559,0.8607339411697286,-0.0066109774296642075
Australia,Asia-Pacific,University of Sydney,Master,Natural Sciences,1.244114482235369,0.4386823351903058,0.443562570298396,0.37445563423286793,Research/Academia,Environmental Scientist,Scientific Writing,Laboratory Skills,Experimental Design,0.12323266584149747,1.3735715860294853,0.7202943908413499,1.244114482235369
UK,Europe,LSE,Bachelor,Engineering,0.9314331173191107,-1.1645871215830832,-1.3077719440297322,-0.004425254119624437,Manufacturing/Construction,Mechanical Engineer,AutoCAD,SolidWorks,Project Management,0.4631714508708485,1.2251276951551466,-0.40322201178567907,0.9314331173191107
USA,North America,MIT,Master,Engineering,-1.2573364370946973,-0.792399569117831,-0.5805228660460178,0.17521654639233314,Manufacturing/Construction,Electrical Engineer,AutoCAD,Project Management,SolidWorks,0.3271959368591081,-1.1565720650953522,-0.4734417869498684,-1.2573364370946973
Argentina,Latin America,University of Buenos Aires,Master,Healthcare & Medicine,-1.5700178020109556,1.7556536746827325,1.4231225528887033,-1.4742218037629138,Healthcare,Medical Doctor,Patient Care,Clinical Research,Diagnostics,-1.712436773316998,-0.8992693209131654,-0.4734417869498684,-1.5700178020109556
UAE,Middle East & Africa,Khalifa University,Master,Natural Sciences,-0.3192923423459225,-1.2791063684954675,-0.7586246810624379,-0.2689886330554165,Research/Academia,Chemist,Statistical Analysis,Experimental Design,Scientific Writing,-0.28469387619372377,-0.9751406429156051,-0.26278246145730044,-0.3192923423459225
Canada,North America,McGill University,Bachelor,Data Science & AI,0.9314331173191107,0.8108698876555579,0.9778680153476541,0.44957856899241383,Technology/Consulting,Data Analyst,Machine Learning,Deep Learning,Big Data,1.4829878059589017,1.2746089921132595,0.01809663919945681,0.9314331173191107
Singapore,Asia-Pacific,NTU,Bachelor,Natural Sciences,0.6187517524028524,-1.2647914626314183,-1.8420773890789903,-0.2755210621649422,Research/Academia,Chemist,Laboratory Skills,Experimental Design,Statistical Analysis,1.279024534941291,0.9414349259286326,-0.8947604379350043,0.6187517524028524
Switzerland,Europe,EPFL,Bachelor,Computer Science,1.5567958471516272,0.15238421790934356,0.6661898390689206,1.3183916405593359,Technology,Cloud Architect,Python,DevOps,Cybersecurity,0.6671347218884591,1.6473680958643764,-0.12234291112892182,1.5567958471516272
USA,North America,Harvard,Master,Computer Science,-0.9446550721784391,0.7106655466072207,0.26546075528197594,0.8839851047758749,Technology,Software Engineer,Python,React,Java,0.3951836938649783,-1.1532733119648113,0.08831641436364612,-0.9446550721784391
Brazil,Latin America,University of São Paulo,Master,Natural Sciences,1.244114482235369,-1.8803324147854887,-2.1389137474396898,-0.9026342566794123,Research/Academia,Physicist,Laboratory Skills,Experimental Design,Scientific Writing,-0.21670611918785357,1.1921401638497382,0.7905141660055393,1.244114482235369
Canada,North America,UBC,PhD,Business & Finance,-0.3192923423459225,-0.09096918177947474,-0.2391610539312139,1.0211661160759151,Finance/Consulting,Financial Analyst,Market Research,Data Analysis,Strategic Planning,-0.35268163319959395,-0.862983036477216,-0.7543208876066256,-0.3192923423459225
Argentina,Latin America,University of Buenos Aires,Master,Social Sciences,0.6187517524028524,-0.6063057928852059,-0.26884468976728426,-1.395832654448605,Government/NGO,Sociologist,Data Analysis,Public Policy,Qualitative Research,-0.28469387619372377,0.7830947756626716,-0.0521231359647325,0.6187517524028524
Germany,Europe,Heidelberg University,PhD,Social Sciences,-0.9446550721784391,-0.20548842869185924,-0.0016919672426530979,0.07723010974944719,Government/NGO,Sociologist,Data Analysis,Qualitative Research,Public Policy,-1.6444490163111278,-0.7541241831693677,-1.948057065397844,-0.9446550721784391
Canada,North America,McGill University,Bachelor,Computer Science,0.6187517524028524,0.538886676238643,0.7403989286590954,0.03150310598276708,Technology,Data Scientist,DevOps,React,Cybersecurity,2.298840890029344,0.04417407442151968,-0.5436615621140577,0.6187517524028524
