Country,University_Name,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),High_Employability,Region_Europe,Region_Latin America,Region_Middle East & Africa,Region_North America,Degree_Level_Master,Degree_Level_PhD,Field_of_Study_Computer Science,Field_of_Study_Data Science & AI,Field_of_Study_Engineering,Field_of_Study_Healthcare & Medicine,Field_of_Study_Natural Sciences,Field_of_Study_Social Sciences,Top_Industry_Government/NGO,Top_Industry_Healthcare,Top_Industry_Manufacturing/Construction,Top_Industry_Research/Academia,Top_Industry_Technology,Top_Industry_Technology/Consulting
Argentina,University of Buenos Aires,2017,90.6,100.0,19300,NLP Specialist,NLP,Deep Learning,Big Data,60,14.0,94,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
UK,Imperial College London,2016,97.3,100.0,92600,Data Analyst,NLP,Deep Learning,Machine Learning,65,11.9,81,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
South Africa,University of Cape Town,2018,87.8,92.7,32000,Mechanical Engineer,Lean Six Sigma,SolidWorks,Project Management,67,8.3,83,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
UAE,Khalifa University,2018,95.2,100.0,99100,Software Engineer,DevOps,Python,SQL,59,5.0,71,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Brazil,University of São Paulo,2018,97.2,100.0,33600,Pharmacist,Diagnostics,Patient Care,Clinical Research,59,5.0,90,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Canada,UBC,2025,90.7,96.8,88700,Pharmacist,Diagnostics,Clinical Research,Patient Care,72,90.0,68,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
South Africa,University of Cape Town,2020,87.5,97.2,44700,Electrical Engineer,Lean Six Sigma,SolidWorks,MATLAB,45,39.0,52,1,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Japan,University of Tokyo,2025,88.3,90.4,92000,NLP Specialist,Big Data,NLP,R,96,90.0,79,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
USA,UC Berkeley,2023,92.0,99.9,91600,Data Analyst,Data Visualization,NLP,Deep Learning,77,68.9,63,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Canada,UBC,2022,89.6,96.8,80400,Data Scientist,Cloud Computing,React,Cybersecurity,89,66.4,72,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
UK,Cambridge,2023,86.0,90.4,75100,Machine Learning Engineer,R,NLP,Data Visualization,87,72.8,74,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Australia,University of Melbourne,2017,81.1,92.4,70700,Human Resources Specialist,Communication,Public Policy,Data Analysis,63,12.1,66,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Germany,Humboldt University,2020,82.3,87.9,93100,Robotics Engineer,Lean Six Sigma,SolidWorks,MATLAB,41,24.3,60,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
India,IIT Delhi,2019,80.1,88.0,23100,Biologist,Scientific Writing,Laboratory Skills,Statistical Analysis,43,6.2,92,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Singapore,NTU,2021,95.7,100.0,102000,Machine Learning Engineer,Big Data,Data Visualization,NLP,75,49.0,65,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
Brazil,University of São Paulo,2017,79.7,86.5,11900,Economist,Data Analysis,Qualitative Research,Public Policy,59,13.1,64,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Sweden,Karolinska Institute,2020,87.6,91.6,57300,Environmental Scientist,Laboratory Skills,Statistical Analysis,Scientific Writing,62,41.6,91,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Australia,ANU,2018,76.5,79.1,100100,Mechanical Engineer,Lean Six Sigma,SolidWorks,Project Management,61,9.7,63,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
USA,Stanford,2022,82.2,87.3,76900,Human Resources Specialist,Data Analysis,Public Policy,Qualitative Research,71,56.2,93,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
France,Ecole Polytechnique,2015,93.3,100.0,45600,Cloud Architect,React,Cloud Computing,SQL,56,8.3,87,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
South Korea,KAIST,2017,79.1,82.7,49400,Marketing Manager,Financial Modeling,Excel,Data Analysis,63,15.9,52,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Germany,Humboldt University,2018,92.4,98.6,73800,Public Health Specialist,Clinical Research,Patient Care,Diagnostics,53,13.4,59,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
South Africa,University of Cape Town,2017,90.9,96.0,34200,AI Researcher,SQL,Python,Cloud Computing,71,5.0,42,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Argentina,University of Buenos Aires,2022,94.5,100.0,19400,AI Consultant,Deep Learning,Data Visualization,R,95,51.8,52,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Sweden,Karolinska Institute,2015,94.4,100.0,71200,Pharmacist,Patient Care,Clinical Research,Diagnostics,30,5.7,69,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Mexico,UNAM,2023,96.8,100.0,42600,Cybersecurity Analyst,Cloud Computing,Python,Cybersecurity,89,70.8,80,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Canada,UBC,2024,91.6,96.0,100700,Machine Learning Engineer,R,Machine Learning,Big Data,88,84.8,74,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2016,89.7,95.2,75100,Physicist,Experimental Design,Scientific Writing,Laboratory Skills,45,14.4,49,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Mexico,UNAM,2017,82.9,89.0,13200,Sociologist,Communication,Public Policy,Data Analysis,41,8.1,60,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Argentina,University of Buenos Aires,2024,84.7,91.1,18200,Marketing Manager,Excel,Financial Modeling,Market Research,67,74.5,49,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,Stanford,2017,84.2,87.8,91000,Management Consultant,Excel,Strategic Planning,Market Research,61,9.6,65,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Israel,Technion,2024,89.3,93.6,136500,Data Analyst,Deep Learning,NLP,Big Data,89,75.0,80,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
India,IIT Bombay,2024,86.2,87.9,36300,Medical Doctor,Clinical Research,Diagnostics,Patient Care,47,78.5,60,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Japan,University of Tokyo,2018,83.7,85.5,75100,Electrical Engineer,MATLAB,Project Management,SolidWorks,37,11.5,72,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Germany,Heidelberg University,2022,71.7,77.7,61100,Robotics Engineer,AutoCAD,SolidWorks,Lean Six Sigma,76,62.8,57,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Netherlands,TU Delft,2021,74.4,81.5,75700,Investment Banker,Strategic Planning,Market Research,Data Analysis,62,32.3,65,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,Georgia Tech,2023,81.3,85.8,97100,Policy Analyst,Public Policy,Data Analysis,Communication,53,75.7,60,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Argentina,University of Buenos Aires,2021,91.1,98.1,23400,AI Consultant,Deep Learning,NLP,Machine Learning,78,67.4,76,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Mexico,UNAM,2015,90.6,95.5,26400,Software Engineer,DevOps,SQL,React,67,8.5,77,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Japan,Kyoto University,2025,74.6,77.4,54800,Investment Banker,Excel,Strategic Planning,Market Research,90,90.0,74,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mexico,UNAM,2025,84.4,89.1,18300,Economist,Communication,Public Policy,Data Analysis,72,80.2,72,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Switzerland,ETH Zurich,2017,86.2,92.6,85400,Medical Doctor,Patient Care,Medical Coding,Diagnostics,38,12.8,80,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
USA,Harvard,2021,87.1,91.7,98200,Biomedical Researcher,Patient Care,Diagnostics,Clinical Research,64,48.5,76,1,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Saudi Arabia,King Abdulaziz University,2017,88.7,90.3,74500,AI Researcher,Python,DevOps,Java,82,18.4,75,0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Argentina,University of Buenos Aires,2020,90.6,93.4,19500,Medical Doctor,Clinical Research,Diagnostics,Patient Care,66,26.5,65,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Brazil,University of São Paulo,2023,91.9,96.2,31600,Data Scientist,DevOps,Cybersecurity,React,87,70.2,55,1,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
UK,Oxford,2016,81.0,84.0,65400,Robotics Engineer,SolidWorks,AutoCAD,Lean Six Sigma,74,12.4,67,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Mexico,UNAM,2024,89.2,93.9,27500,Environmental Scientist,Laboratory Skills,Statistical Analysis,Scientific Writing,71,70.1,67,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
India,IIT Delhi,2020,93.9,99.6,37300,Biomedical Researcher,Clinical Research,Patient Care,Medical Coding,65,42.4,51,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Germany,Humboldt University,2017,77.3,81.7,42400,Physicist,Statistical Analysis,Scientific Writing,Laboratory Skills,64,5.0,64,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Mexico,UNAM,2019,78.5,84.4,25200,Robotics Engineer,Project Management,MATLAB,Lean Six Sigma,56,11.3,66,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
South Africa,University of Cape Town,2020,73.5,77.8,40000,Marketing Manager,Strategic Planning,Financial Modeling,Excel,62,45.3,92,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
USA,Stanford,2025,87.4,91.1,79400,Robotics Engineer,AutoCAD,Project Management,Lean Six Sigma,83,90.0,56,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
China,Fudan University,2020,81.0,87.2,47400,Financial Analyst,Strategic Planning,Data Analysis,Market Research,57,36.9,90,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Argentina,University of Buenos Aires,2016,87.1,91.7,25600,Financial Analyst,Excel,Market Research,Strategic Planning,68,6.6,60,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Japan,Kyoto University,2025,80.8,89.0,102800,Management Consultant,Financial Modeling,Excel,Data Analysis,78,88.5,42,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Canada,McGill University,2023,93.5,100.0,113600,Cybersecurity Analyst,Java,Python,SQL,100,63.2,82,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
USA,Georgia Tech,2017,98.4,100.0,125200,NLP Specialist,R,NLP,Data Visualization,54,9.2,52,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2023,86.2,91.8,69300,Physicist,Statistical Analysis,Laboratory Skills,Scientific Writing,77,73.4,50,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Sweden,Karolinska Institute,2017,93.7,98.3,80800,Biomedical Researcher,Clinical Research,Medical Coding,Patient Care,44,5.0,58,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Saudi Arabia,King Abdulaziz University,2025,93.3,98.7,65600,Data Scientist,Java,React,Cybersecurity,100,79.6,83,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Switzerland,EPFL,2015,93.5,97.6,86000,NLP Specialist,Data Visualization,R,NLP,80,11.5,59,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Mexico,UNAM,2019,78.8,84.8,15700,Sociologist,Public Policy,Data Analysis,Qualitative Research,46,9.9,75,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Sweden,KTH Royal Institute of Technology,2021,86.7,93.3,50100,Chemist,Statistical Analysis,Laboratory Skills,Experimental Design,61,52.2,74,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Netherlands,TU Delft,2021,73.9,78.3,98700,Management Consultant,Market Research,Strategic Planning,Financial Modeling,47,62.8,69,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
USA,Harvard,2016,84.5,90.3,64200,Marketing Manager,Market Research,Strategic Planning,Financial Modeling,40,9.6,64,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sweden,Karolinska Institute,2025,87.8,92.4,80000,Cloud Architect,Python,Cybersecurity,Cloud Computing,88,75.2,87,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
Canada,University of Toronto,2019,83.2,89.0,96300,Investment Banker,Financial Modeling,Data Analysis,Market Research,50,12.3,64,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
